tc_number;troncon_principal;km_segment;subdivision;mille;localisation;acces;juridiction;autorite_routiere;protection;trains_jour;vehicules_jour;voies_route;urbain;vmax_S1_kmh;vmax_S2_kmh;vmax_S3_kmh;bande_S1;bande_S2;bande_S3;intervention;dist_trace_m
239;MTL-Ott;151.27;Alexandria - VIA;60.71;Rockdale Dr - Cnty 33;Public;F;Ottawa (ON);Active - FLBG;14;3350;2;N;360.0;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.2
217;MTL-Ott;127.34;Alexandria - VIA;40.38;Valley St;Public;F;North Stormont (ON);Active - FLBG;14;830;2;N;308.2;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.2
218;MTL-Ott;128.46;Alexandria - VIA;40.89;Rue Labrosse - Cnty 15;Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;14;495;2;Y;250.4;315.3;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);5.2
300159;MTL-TO;215.43;Kingston - CN;133.84;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;198.9;250.4;298.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.3
215;MTL-Ott;121.4;Alexandria - VIA;38.68;Hwy  138;Public;F;ON -Ministry of Transportation;Active - FLBG;14;7800;2;N;127.1;160.0;190.9;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);5.3
8072;Ott-TO;215.72;Kingston - CN;193.68;Big Creek Rd;Public;F;Greater Napanee (ON);Active - FLBG;40;100;1;N;228.0;287.0;342.4;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.3
45697;MTL-TO;236.01;Kingston - CN;145.9;Farm;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;239.6;301.7;359.8;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.4
7925;MTL-TO;61.75;Kingston - CN;45.29;5th Line Rd;Public;F;South Glengarry (ON);Active - FLBG;40;199;1;N;267.4;336.7;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.4
8236;MTL-TO;467.61;Kingston - CN;289.08;Bennets Rd;Public;F;Clarington (ON);Active - FLBG;40;120;1;N;160.4;202.0;240.9;154-177;>201;>201;standard (municipal, ≤2 voies, non urbain);5.4
45730;Ott-TO;165.06;Kingston - CN;162.5;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;194.0;244.3;291.4;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.4
140633;MTL-QC;201.75;Drummondville;34.6;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.4
14521;Ott-TO;33.57;Smiths Falls;20.64;O'Neill Rd;Public;F;Ottawa (ON);Active - FLBG;12;50;1;N;300.2;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.4
4788;MTL-QC;193.51;Drummondville;36.96;Route Trepanier;Public;F;Val-Alain (QC);Active - FLBG;27;150;2;N;199.1;250.7;299.1;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.4
140759;MTL-QC;80.87;Drummondville;109.96;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.4
45752;Ott-TO;241.69;Kingston - CN;208.35;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;213.7;269.1;321.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.4
778864;MTL-QC;80.87;Drummondville;106.12;-;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.4
45766;Ott-TO;255.11;Kingston - CN;215.7;Private Road;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;300.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.4
52498;MTL-Ott;63.8;Alexandria - VIA;4.67;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
45889;MTL-Ott;87.16;Alexandria - VIA;17.5;-;Private;F;Private Road Authority #1;Passive;14;10;1;N;127.3;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
45916;MTL-Ott;106.41;Alexandria - VIA;27.15;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;242.3;305.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
52382;MTL-TO;325.91;Kingston - CN;201.5;Farm;Private;F;Private Road Authority #1;Active - FLB;-;-;-;N;301.6;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
45653;MTL-TO;61.75;Kingston - CN;53.03;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;267.4;336.7;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
50370;MTL-QC;263.61;Bridge;11.3;Passage Privé;Private;F;Private Road Authority #1;Passive;13;10;2;N;302.3;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
45698;Ott-TO;146.0;Kingston - CN;147.75;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;239.2;301.2;359.3;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
45917;MTL-Ott;106.41;Alexandria - VIA;27.32;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;242.3;305.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
52392;MTL-QC;36.3;St-Hyacinthe;43.03;-;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
4821;MTL-QC;140.14;Drummondville;72.03;Rue Vigneault;Public;F;Aston-Jonction (QC);Active - FLBG;27;700;2;N;239.8;302.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.5
140622;MTL-QC;201.75;Drummondville;32.55;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.5
13951;MTL-QC;36.3;St-Hyacinthe;51.36;Chemin Rouillard;Public;F;Mont-Saint-Hilaire (QC);Active - FLBG;55;504;2;Y;241.4;304.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);5.5
45759;MTL-TO;335.83;Kingston - CN;210.67;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;211.6;266.5;317.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.6
46171;Ott-TO;255.11;Kingston - CN;217.75;Private Road;Private;F;Private Road Authority #1;Active - FLBG;40;2;1;N;300.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.6
4844;MTL-QC;100.3;Drummondville;98.13;Rue Heriot;Public;F;Drummondville (QC);Active - FLBG;27;8020;2;Y;130.4;164.1;195.8;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);5.6
142578;MTL-QC;36.3;St-Hyacinthe;44.4;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.6
45694;Ott-TO;141.85;Kingston - CN;145.37;Farm;Private;F;Private Road Authority #1;Active - FLB;40;1;1;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.6
45679;MTL-TO;177.79;Kingston - CN;108.92;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;235.1;296.0;353.1;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.6
234;MTL-Ott;151.27;Alexandria - VIA;55.97;Chem. Limoges  (Cnty 5);Public;F;Prescott & Russell (Ontario);Active - FLBG;14;1600;2;N;360.0;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.6
8171;Ott-TO;309.19;Kingston - CN;250.61;Townline Rd (Lakeport Rd);Public;F;Alynwick - Haldimand (Ontario);Active - FLBG;40;200;2;N;300.3;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.6
8504;MTL-QC;264.89;Bridge;12.59;Avenue Plante;Public;F;Québec (QC);Active - FLBG;13;5300;4;Y;300.0;360.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);5.7
50254;MTL-TO;252.6;Kingston - CN;154.88;Farm Xng;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;160.2;201.7;240.5;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.7
52292;MTL-Ott;75.71;Alexandria - VIA;8.97;Farm Crossing;Private;F;Private Road Authority #1;Passive;14;-;-;N;251.0;316.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.7
300160;MTL-TO;215.43;Kingston - CN;132.61;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;198.9;250.4;298.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.7
52393;MTL-QC;36.3;St-Hyacinthe;43.92;Greenbank Road (Diversion);Private;F;Private Road Authority #1;Passive;-;-;1;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.7
45695;Ott-TO;141.85;Kingston - CN;145.74;Farm;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.7
7996;MTL-TO;202.74;Kingston - CN;125.15;Park St;Public;F;Brockville (ON);Active - FLBG;40;3027;2;Y;133.2;167.7;200.1;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);5.8
45770;Ott-TO;255.11;Kingston - CN;216.81;Farm Crossing;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;300.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.8
140657;MTL-QC;175.01;Drummondville;47.9;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.8
13950;MTL-QC;36.3;St-Hyacinthe;50.84;Chemin Benoit;Public;F;MTQ.;Active - FLBG;55;3000;2;Y;241.4;304.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);5.8
14525;Ott-TO;48.97;Smiths Falls;26.43;Weedmark Rd;Public;F;Montague (ON);Active - FLBG;12;20;1;N;200.5;252.4;301.1;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.8
610806;MTL-QC;140.14;Drummondville;70.2;Ferme;Private;F;Private Road Authority #1;Passive;27;10;2;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.8
8172;Ott-TO;309.19;Kingston - CN;252.68;Thomas Rd;Public;F;Alnwick/Haldimand (ON);Active - FLBG;40;100;1;N;300.3;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.8
45666;MTL-TO;172.09;Kingston - CN;105.75;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;239.3;301.3;359.5;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.8
45678;MTL-TO;177.69;Kingston - CN;108.85;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;242.6;305.4;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.9
140627;MTL-QC;201.75;Drummondville;33.4;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.9
7940;MTL-TO;104.91;Kingston - CN;64.71;Boundary Rd;Public;F;Cornwall (ON);Active - FLBG;40;9400;2;N;199.3;250.9;299.3;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.9
45715;MTL-TO;254.66;Kingston - CN;156.78;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;172.8;217.6;259.6;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.9
45767;Ott-TO;255.11;Kingston - CN;215.74;Private Road;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;300.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.9
10336;MTL-QC;245.52;Drummondville;8.16;Chemin de Charny;Public;F;Levis (Quebec);Active - FLBG;27;7500;2;Y;101.2;127.4;151.9;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);6.0
45786;Ott-TO;294.1;Kingston - CN;243.65;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;199.8;251.6;300.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.0
52492;MTL-Ott;63.8;Alexandria - VIA;2.88;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.0
219;MTL-Ott;128.46;Alexandria - VIA;41.45;Eighth Rd (Route 800);Public;F;North Stormont (ON);Active - FLBG;14;486;2;N;250.4;315.3;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.0
51509;MTL-QC;132.42;Drummondville;73.99;Ferme;Private;F;Private Road Authority #1;Passive;27;2;1;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.1
8098;Ott-TO;255.11;Kingston - CN;216.24;Mitchell'S Sideroad;Public;F;Belleville (ON);Active - FLBG;40;300;2;N;300.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.1
8214;Ott-TO;345.35;Kingston - CN;273.46;Haskall Rd;Public;F;Port Hope (ON);Active - FLBG;40;10;2;N;238.9;300.8;358.9;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.1
8250;Ott-TO;390.05;Kingston - CN;299.58;Wilson Rd South;Public;F;Durham (ON);Active - FLBG;40;6540;2;Y;238.9;300.7;358.7;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);6.1
46278;MTL-QC;20.19;St-Hyacinthe;58.75;-;Private;F;Private Road Authority #1;Passive;55;10;2;N;200.4;252.3;300.9;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.1
52483;MTL-Ott;63.8;Alexandria - VIA;1.36;Pepiniere;Private;F;Private Road Authority #1;Other;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.1
4819;MTL-QC;140.14;Drummondville;69.98;Rte Bussiere;Private;F;Private Road Authority #1;Passive;27;10;1;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.1
51407;MTL-TO;57.98;Kingston - CN;35.43;Ferme;Private;F;Private Road Authority #1;Passive;54;2;1;N;222.6;280.3;334.3;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.2
300978;Ott-TO;19.43;Smiths Falls;6.81;Strandherd Dr;Public;F;Ottawa (ON);Active - FLBG;12;13490;2;Y;303.6;360.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);6.2
4787;MTL-QC;201.75;Drummondville;33.63;Route Du Village;Public;F;Saint-Janvier-de-Joly (QC);Active - FLBG;27;1025;2;N;127.6;160.7;191.6;≤153;154-177;178-201;standard (municipal, ≤2 voies, non urbain);6.2
7924;MTL-TO;61.75;Kingston - CN;43.64;Ste-Claire Road;Public;F;Rivière-Beaudette (QC);Active - FLBG;40;638;2;Y;267.4;336.7;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);6.2
45797;Ott-TO;345.35;Kingston - CN;271.84;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;238.9;300.8;358.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.3
52504;MTL-Ott;63.8;Alexandria - VIA;5.98;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.3
8745;MTL-Ott;62.75;Alexandria - VIA;0.41;Rue Lippée;Public;F;Les Coteaux (QC);Active - FLBG;14;200;2;N;88.4;111.3;132.8;≤153;≤153;≤153;standard (municipal, ≤2 voies, non urbain);6.3
7964;MTL-TO;138.73;Kingston - CN;85.3;Nudell Bush Anderson Rd;Public;F;South Dundas (ON);Active - FLBG;40;199;2;N;225.3;283.7;338.4;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.3
45764;MTL-TO;346.89;Kingston - CN;215.0;Farm Access;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;159.5;200.8;239.5;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.3
8138;Ott-TO;264.76;Kingston - CN;228.24;Whites Road;Public;F;Quinte West (ON);Active - FLBG;40;1363;2;N;250.1;314.9;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.4
50697;MTL-QC;36.3;St-Hyacinthe;49.33;Ferme;Private;F;Private Road Authority #1;Other;55;2;1;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.4
8164;Ott-TO;294.1;Kingston - CN;246.24;Bellamy Rd;Public;F;Cramahe (ON);Active - FLBG;40;40;2;N;199.8;251.6;300.1;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.4
45788;Ott-TO;294.1;Kingston - CN;243.91;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;199.8;251.6;300.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.5
142585;MTL-QC;36.3;St-Hyacinthe;45.4;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.5
4853;MTL-QC;80.87;Drummondville;105.6;Chemin Du 10E Rang;Public;F;Saint-Germain (QC);Active - FLBG;27;264;2;N;199.6;251.4;299.8;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.5
45702;MTL-TO;240.16;Kingston - CN;149.35;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;239.0;300.9;359.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.5
50699;MTL-QC;20.19;St-Hyacinthe;58.0;Ferme;Private;F;Private Road Authority #1;Passive;55;2;1;N;200.4;252.3;300.9;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.5
45800;MTL-TO;455.15;Kingston - CN;281.77;Private Farm Entrance;Private;F;Private Road Authority #1;Active - FLBG;-;-;1;N;238.3;300.1;357.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.6
248;MTL-Ott;160.68;Alexandria - VIA;67.44;Hall Rd;Public;F;Ottawa (ON);Active - FLBG;14;200;2;N;306.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.6
7994;MTL-TO;202.74;Kingston - CN;124.88;Bartholomew St;Public;F;Brockville (ON);Active - FLBG;40;2300;2;Y;133.2;167.7;200.1;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);6.6
45688;MTL-TO;197.57;Kingston - CN;121.19;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;239.3;301.3;359.4;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.6
46221;MTL-QC;270.61;Bridge;15.62;Pssage Privé Daishowa Cie;Private;F;Private Road Authority #1;Other;13;1000;2;N;149.3;187.9;224.2;≤153;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.6
140766;MTL-QC;58.44;Drummondville;122.84;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;159.2;200.5;239.1;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.6
51406;MTL-Ott;58.0;Kingston - CN;35.34;Ferme;Private;F;Private Road Authority #1;Passive;54;2;1;N;212.0;267.0;318.4;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.6
142572;MTL-QC;36.3;St-Hyacinthe;43.3;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.7
200728;MTL-QC;259.59;Bridge;8.82;Passage Pieton/Velo;Public;F;Québec (QC);Active - FLB;13;25;2;Y;107.2;134.9;161.0;≤153;≤153;154-177;complexe (urbain / multi-voies / autorité provinciale);6.7
4820;MTL-QC;140.14;Drummondville;71.24;Rue Principale;Public;F;MTQ.;Active - FLBG;27;490;2;N;239.8;302.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);6.8
13949;MTL-QC;36.3;St-Hyacinthe;49.92;Chemin Petit Rang;Public;F;Sainte-Marie (QC);Active - FLBG;55;2;1;N;241.4;304.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.8
13947;MTL-QC;36.3;St-Hyacinthe;47.4;Ch. Du Grand Rang;Public;F;Sainte-Marie (QC);Active - FLBG;55;600;2;N;241.4;304.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.8
50845;MTL-Ott;75.71;Alexandria - VIA;9.16;Farm Crossing;Private;F;Sainte-Justine-de-Newton (QC);Other;14;2;1;N;251.0;316.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.8
7921;MTL-TO;61.75;Kingston - CN;39.83;Chemin Ste-Catherine;Public;F;MTQ.;Active - FLBG;40;2500;2;N;267.4;336.7;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);6.8
10337;MTL-QC;245.52;Drummondville;8.36;Rue De La Traverse;Public;F;Levis (Quebec);Active - FLBG;27;500;2;Y;101.2;127.4;151.9;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);6.8
8011;MTL-TO;245.26;Kingston - CN;151.26;Cliff Rd;Public;F;Leeds and the 1000 Isl. (ON);Active - FLBG;40;270;2;N;160.3;201.8;240.8;154-177;>201;>201;standard (municipal, ≤2 voies, non urbain);6.8
45768;Ott-TO;255.11;Kingston - CN;215.89;Farm Crossing;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;300.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.8
140626;MTL-QC;201.75;Drummondville;33.28;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.8
19659;Ott-TO;97.13;Brockville - VIA;21.17;6Th Concession;Public;F;Elizabethtown-Kitley (ON);Active - FLBG;21;150;2;N;250.9;315.9;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.8
142597;MTL-QC;36.3;St-Hyacinthe;47.1;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.9
779408;MTL-QC;20.19;St-Hyacinthe;57.47;-;Public;F;Saint-Basile-le-Grand (QC);Active - FLBG;-;-;2;-;200.4;252.3;300.9;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.9
19664;Ott-TO;109.31;Brockville - VIA;27.07;Central Ave West;Public;F;Brockville (ON);Active - FLBG;12;7855;2;Y;77.2;97.3;116.0;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);6.9
7973;MTL-TO;166.6;Kingston - CN;103.86;Marine Station Rd;Public;F;South Dundas (ON);Active - FLBG;40;199;2;N;239.0;300.9;358.9;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);6.9
45701;Ott-TO;146.0;Kingston - CN;149.12;Farm;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;239.2;301.2;359.3;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);6.9
51508;MTL-QC;132.42;Drummondville;73.83;Ferme;Private;F;Private Road Authority #1;Passive;27;2;1;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.0
36583;MTL-Ott;84.41;Alexandria - VIA;13.6;Glen Robertson Road (County Rd 10);Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;14;730;2;N;112.8;142.0;169.4;≤153;≤153;154-177;standard (municipal, ≤2 voies, non urbain);7.0
47891;MTL-TO;289.22;Kingston - CN;178.58;Frontenac;Public;F;Kingston (ON);Active - FLBG;40;1;2;N;159.4;200.7;239.4;154-177;178-201;>201;standard (municipal, ≤2 voies, non urbain);7.0
1833;MTL-QC;246.03;Bridge;0.58;Avenue Des Eglises;Public;F;Levis (Quebec);Active - FLBG;12;10900;2;Y;81.3;102.4;122.1;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);7.0
50694;MTL-QC;36.3;St-Hyacinthe;48.07;Ferme;Private;F;Private Road Authority #1;Passive;55;2;1;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.0
140639;MTL-QC;200.93;Drummondville;35.85;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;167.0;210.3;250.8;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.0
45774;MTL-TO;349.25;Kingston - CN;217.9;Private Access;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;300.9;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.0
142586;MTL-QC;36.3;St-Hyacinthe;45.5;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.0
140764;MTL-QC;66.89;Drummondville;118.75;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;133.9;168.6;201.1;≤153;154-177;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.0
4814;MTL-QC;158.2;Drummondville;61.83;Chemin De La Rivière;Public;F;Lemieux (QC);Passive;27;4;1;N;128.7;162.1;193.3;≤153;154-177;178-201;standard (municipal, ≤2 voies, non urbain);7.1
140642;MTL-QC;193.51;Drummondville;39.55;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.1;250.7;299.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.1
19644;Ott-TO;69.4;Brockville - VIA;3.97;Kitley South Elmsley Townline Rd;Public;F;Rideau Lakes (ON);Active - FLBG;12;50;2;N;239.0;300.9;359.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);7.1
610809;MTL-QC;58.44;Drummondville;122.35;Privé;Private;F;Private Road Authority #1;Passive;27;2;1;N;159.2;200.5;239.1;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.2
45747;MTL-TO;333.17;Kingston - CN;206.51;Farm;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;158.3;199.3;237.7;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.2
